"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"7335",NA,"Phrynops williamsi","Phrynops williamsi Rhodin & Mittermeier, 1983",2442111,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Testudines",NA,"Chelidae","Phrynops","Phrynops williamsi","Phrynops williamsi","Rhodin & Mittermeier, 1983",2442111,2442111
"7336",NA,"Phrynosoma asio","Phrynosoma asio Cope, 1864",5222411,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma asio","Phrynosoma asio","Cope, 1864",5222411,5222411
"7337",NA,"Phrynosoma blainvillii","Phrynosoma blainvillii Gray, 1839",5222451,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma blainvillii","Phrynosoma blainvillii","Gray, 1839",5222451,5222451
"7338",NA,"Phrynosoma braconnieri","Phrynosoma braconnieri Bocourt, 1870",5222428,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma braconnieri","Phrynosoma braconnieri","Bocourt, 1870",5222428,5222428
"7339",NA,"Phrynosoma cornutum","Phrynosoma cornutum (Harlan, 1825)",5222413,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma cornutum","Phrynosoma cornutum","(Harlan, 1825) ",5222413,5222413
"7340",NA,"Phrynosoma coronatum","Phrynosoma coronatum (Blainville, 1835)",5222429,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma coronatum","Phrynosoma coronatum","(Blainville, 1835) ",5222429,5222429
"7341",NA,"Phrynosoma ditmarsi","Phrynosoma ditmarsi Stejneger, 1906",5222455,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma ditmarsi","Phrynosoma ditmarsi","Stejneger, 1906",5222455,5222455
"7342",NA,"Phrynosoma douglasii","Phrynosoma douglasii (Bell, 1829)",2451089,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma douglasii","Phrynosoma douglasii","(Bell, 1829) ",2451089,2451089
"7343",NA,"Phrynosoma goodei","Phrynosoma goodei Stejneger, 1893",8214677,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma goodei","Phrynosoma goodei","Stejneger, 1893",8214677,8214677
"7344",NA,"Phrynosoma hernandesi","Phrynosoma hernandesi Girard, 1858",5222456,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma hernandesi","Phrynosoma hernandesi","Girard, 1858",5222456,5222456
"7345",NA,"Phrynosoma mcallii","Phrynosoma mcallii (Hallowell, 1852)",5222418,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma mcallii","Phrynosoma mcallii","(Hallowell, 1852) ",5222418,5222418
"7346",NA,"Phrynosoma modestum","Phrynosoma modestum Girard, 1852",5222463,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma modestum","Phrynosoma modestum","Girard, 1852",5222463,5222463
"7347",NA,"Phrynosoma orbiculare","Phrynosoma orbiculare (Linnaeus, 1758)",8988031,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma orbiculare","Phrynosoma orbiculare","(Linnaeus, 1758) ",8988031,8988031
"7348",NA,"Phrynosoma platyrhinos","Phrynosoma platyrhinos Girard, 1852",5222442,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma platyrhinos","Phrynosoma platyrhinos","Girard, 1852",5222442,5222442
"7349",NA,"Phrynosoma solare","Phrynosoma solare Gray, 1845",5222466,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma solare","Phrynosoma solare","Gray, 1845",5222466,5222466
"7350",NA,"Phrynosoma taurus","Phrynosoma taurus Bocourt, 1870",7426084,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Phrynosoma","Phrynosoma taurus","Phrynosoma taurus","Bocourt, 1870",7426084,7426084
"7351",NA,"Phyllodactylus angustidigitus","Phyllodactylus angustidigitus Dixon & Huey, 1970",5959832,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus angustidigitus","Phyllodactylus angustidigitus","Dixon & Huey, 1970",5959832,5959832
"7352",NA,"Phyllodactylus barringtonensis","Phyllodactylus barringtonensis Van Denburgh, 1912",5959861,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus barringtonensis","Phyllodactylus barringtonensis","Van Denburgh, 1912",5959861,5959861
"7353",NA,"Phyllodactylus baurii","Phyllodactylus baurii Garman, 1892",5959841,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus baurii","Phyllodactylus baurii","Garman, 1892",5959841,5959841
"7354",NA,"Phyllodactylus bordai","Phyllodactylus bordai Taylor, 1942",5959816,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus bordai","Phyllodactylus bordai","Taylor, 1942",5959816,5959816
"7355",NA,"Phyllodactylus bugastrolepis","Phyllodactylus bugastrolepis Dixon, 1966",5959870,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus bugastrolepis","Phyllodactylus bugastrolepis","Dixon, 1966",5959870,5959870
"7356",NA,"Phyllodactylus clinatus","Phyllodactylus clinatus Dixon & Huey, 1970",5959845,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus clinatus","Phyllodactylus clinatus","Dixon & Huey, 1970",5959845,5959845
"7357",NA,"Phyllodactylus darwini","Phyllodactylus darwini Taylor, 1942",5959820,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus darwini","Phyllodactylus darwini","Taylor, 1942",5959820,5959820
"7358",NA,"Phyllodactylus davisi","Phyllodactylus davisi Dixon, 1964",5959873,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus davisi","Phyllodactylus davisi","Dixon, 1964",5959873,5959873
"7359",NA,"Phyllodactylus delcampoi","Phyllodactylus delcampoi Mosauer, 1936",5959850,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus delcampoi","Phyllodactylus delcampoi","Mosauer, 1936",5959850,5959850
"7360",NA,"Phyllodactylus delsolari","Phyllodactylus delsolari Venegas, Townsend, Koch & Böhme, 2008",6066763,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus delsolari","Phyllodactylus delsolari","Venegas, Townsend, Koch & Böhme, 2008",6066763,6066763
"7361",NA,"Phyllodactylus dixoni","Phyllodactylus dixoni Rivero-Blanco & Lancini, 1968",5959822,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus dixoni","Phyllodactylus dixoni","Rivero-Blanco & Lancini, 1968",5959822,5959822
"7362",NA,"Phyllodactylus duellmani","Phyllodactylus duellmani Dixon, 1960",5959874,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus duellmani","Phyllodactylus duellmani","Dixon, 1960",5959874,5959874
"7363",NA,"Phyllodactylus galapagensis","Phyllodactylus galapagensis Peters, 1869",5959852,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus galapagensis","Phyllodactylus galapagensis","Peters, 1869",5959852,5959852
"7364",NA,"Phyllodactylus gerrhopygus","Phyllodactylus gerrhopygus (Wiegmann, 1834)",5959823,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus gerrhopygus","Phyllodactylus gerrhopygus","(Wiegmann, 1834) ",5959823,5959823
"7365",NA,"Phyllodactylus gilberti","Phyllodactylus gilberti Heller, 1903",5959875,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus gilberti","Phyllodactylus gilberti","Heller, 1903",5959875,5959875
"7366",NA,"Phyllodactylus hispaniolae","Phyllodactylus hispaniolae Schwartz, 1979",6066764,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus hispaniolae","Phyllodactylus hispaniolae","Schwartz, 1979",6066764,6066764
"7367",NA,"Phyllodactylus homolepidurus","Phyllodactylus homolepidurus Smith, 1935",5959826,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus homolepidurus","Phyllodactylus homolepidurus","Smith, 1935",5959826,5959826
"7368",NA,"Phyllodactylus inaequalis","Phyllodactylus inaequalis Cope, 1875",5959876,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus inaequalis","Phyllodactylus inaequalis","Cope, 1875",5959876,5959876
"7369",NA,"Phyllodactylus insularis","Phyllodactylus insularis Dixon, 1960",5959855,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus insularis","Phyllodactylus insularis","Dixon, 1960",5959855,5959855
"7370",NA,"Phyllodactylus interandinus","Phyllodactylus interandinus Dixon & Huey, 1970",5959827,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus interandinus","Phyllodactylus interandinus","Dixon & Huey, 1970",5959827,5959827
"7371",NA,"Phyllodactylus johnwrighti","Phyllodactylus johnwrighti Dixon & Huey, 1970",5959877,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus johnwrighti","Phyllodactylus johnwrighti","Dixon & Huey, 1970",5959877,5959877
"7372",NA,"Phyllodactylus kofordi","Phyllodactylus kofordi Dixon & Huey, 1970",5959830,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus kofordi","Phyllodactylus kofordi","Dixon & Huey, 1970",5959830,5959830
"7373",NA,"Phyllodactylus lanei","Phyllodactylus lanei Smith, 1935",5959818,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus lanei","Phyllodactylus lanei","Smith, 1935",5959818,5959818
"7374",NA,"Phyllodactylus leei","Phyllodactylus leei Cope, 1889",5959859,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus leei","Phyllodactylus leei","Cope, 1889",5959859,5959859
"7375",NA,"Phyllodactylus leoni","Phyllodactylus leoni Torres-Carvajal, Carvajal-Campos Barnes, Nicholls & Pozo-Andrade, 2013",9369150,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus leoni","Phyllodactylus leoni","Torres-Carvajal, Carvajal-Campos Barnes, Nicholls & Pozo-Andrade, 2013",9369150,9369150
"7376",NA,"Phyllodactylus lepidopygus","Phyllodactylus lepidopygus (Tschudi, 1845)",5959833,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus lepidopygus","Phyllodactylus lepidopygus","(Tschudi, 1845) ",5959833,5959833
"7377",NA,"Phyllodactylus microphyllus","Phyllodactylus microphyllus Cope, 1875",5959878,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus microphyllus","Phyllodactylus microphyllus","Cope, 1875",5959878,5959878
"7378",NA,"Phyllodactylus muralis","Phyllodactylus muralis Taylor, 1940",5959857,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus muralis","Phyllodactylus muralis","Taylor, 1940",5959857,5959857
"7379",NA,"Phyllodactylus nocticolus","Phyllodactylus nocticolus Dixon, 1964",5959828,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus nocticolus","Phyllodactylus nocticolus","Dixon, 1964",5959828,5959828
"7380",NA,"Phyllodactylus palmeus","Phyllodactylus palmeus Dixon, 1968",5959831,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus palmeus","Phyllodactylus palmeus","Dixon, 1968",5959831,5959831
"7381",NA,"Phyllodactylus partidus","Phyllodactylus partidus Dixon, 1966",5959809,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus partidus","Phyllodactylus partidus","Dixon, 1966",5959809,5959809
"7382",NA,"Phyllodactylus paucituberculatus","Phyllodactylus paucituberculatus Dixon, 1960",5959860,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus paucituberculatus","Phyllodactylus paucituberculatus","Dixon, 1960",5959860,5959860
"7383",NA,"Phyllodactylus pulcher","Phyllodactylus pulcher Gray, 1828",5959839,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus pulcher","Phyllodactylus pulcher","Gray, 1828",5959839,5959839
"7384",NA,"Phyllodactylus pumilus","Phyllodactylus pumilus Dixon & Huey, 1970",7636805,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus pumilus","Phyllodactylus pumilus","Dixon & Huey, 1970",7636805,7636805
"7385",NA,"Phyllodactylus reissii","Phyllodactylus reissii Peters, 1862",5959863,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus reissii","Phyllodactylus reissii","Peters, 1862",5959863,5959863
"7386",NA,"Phyllodactylus rutteni","Phyllodactylus rutteni Hummelinck, 1940",5959844,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus rutteni","Phyllodactylus rutteni","Hummelinck, 1940",5959844,5959844
"7387",NA,"Phyllodactylus sentosus","Phyllodactylus sentosus Dixon & Huey, 1970",5959872,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus sentosus","Phyllodactylus sentosus","Dixon & Huey, 1970",5959872,5959872
"7388",NA,"Phyllodactylus sommeri","Phyllodactylus sommeri Schwartz, 1979",6066762,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus sommeri","Phyllodactylus sommeri","Schwartz, 1979",6066762,6066762
"7389",NA,"Phyllodactylus thompsoni","Phyllodactylus thompsoni Venegas, Townsend, Koch & Böhme, 2008",6066765,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus thompsoni","Phyllodactylus thompsoni","Venegas, Townsend, Koch & Böhme, 2008",6066765,6066765
"7390",NA,"Phyllodactylus transversalis","Phyllodactylus transversalis Huey, 1975",5959843,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus transversalis","Phyllodactylus transversalis","Huey, 1975",5959843,5959843
"7391",NA,"Phyllodactylus tuberculosus","Phyllodactylus tuberculosus Wiegmann, 1834",5959817,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus tuberculosus","Phyllodactylus tuberculosus","Wiegmann, 1834",5959817,5959817
"7392",NA,"Phyllodactylus unctus","Phyllodactylus unctus (Cope, 1863)",5959871,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus unctus","Phyllodactylus unctus","(Cope, 1863) ",5959871,5959871
"7393",NA,"Phyllodactylus ventralis","Phyllodactylus ventralis O'Shaughnessy, 1875",5959846,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus ventralis","Phyllodactylus ventralis","O'Shaughnessy, 1875",5959846,5959846
"7394",NA,"Phyllodactylus wirshingi","Phyllodactylus wirshingi Kerster & Smith, 1955",5959821,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus wirshingi","Phyllodactylus wirshingi","Kerster & Smith, 1955",5959821,5959821
"7395",NA,"Phyllodactylus xanti","Phyllodactylus xanti Cope, 1863",5959812,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllodactylus","Phyllodactylus xanti","Phyllodactylus xanti","Cope, 1863",5959812,5959812
"7396",NA,"Phyllopezus lutzae","Phyllopezus lutzae (Loveridge, 1941)",8387014,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllopezus","Phyllopezus lutzae","Phyllopezus lutzae","(Loveridge, 1941) ",8387014,8387014
"7397",NA,"Phyllopezus maranjonensis","Phyllopezus maranjonensis Koch, Venegas & Böhme, 2006",5221281,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllopezus","Phyllopezus maranjonensis","Phyllopezus maranjonensis","Koch, Venegas & Böhme, 2006",5221281,5221281
"7398",NA,"Phyllopezus periosus","Phyllopezus periosus Rodrigues, 1986",5221273,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllopezus","Phyllopezus periosus","Phyllopezus periosus","Rodrigues, 1986",5221273,5221273
"7399",NA,"Phyllopezus pollicaris","Phyllopezus pollicaris (Spix, 1825)",9033995,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phyllodactylidae","Phyllopezus","Phyllopezus pollicaris","Phyllopezus pollicaris","(Spix, 1825) ",9033995,9033995
"7400",NA,"Phyllorhynchus browni","Phyllorhynchus browni Stejneger, 1890",2452643,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Phyllorhynchus","Phyllorhynchus browni","Phyllorhynchus browni","Stejneger, 1890",2452643,2452643
"7401",NA,"Phyllorhynchus decurtatus","Phyllorhynchus decurtatus (Cope, 1868)",2452649,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Phyllorhynchus","Phyllorhynchus decurtatus","Phyllorhynchus decurtatus","(Cope, 1868) ",2452649,2452649
"7402",NA,"Phyllurus amnicola","Phyllurus amnicola Couper, Schneider, Hoskin & Covacevich, 2000",2446996,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus amnicola","Phyllurus amnicola","Couper, Schneider, Hoskin & Covacevich, 2000",2446996,2446996
"7403",NA,"Phyllurus caudiannulatus","Phyllurus caudiannulatus Covacevich, 1975",2446975,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus caudiannulatus","Phyllurus caudiannulatus","Covacevich, 1975",2446975,2446975
"7404",NA,"Phyllurus championae","Phyllurus championae Couper, Schneider, Hoskin & Covacevich, 2000",2446998,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus championae","Phyllurus championae","Couper, Schneider, Hoskin & Covacevich, 2000",2446998,2446998
"7405",NA,"Phyllurus gulbaru","Phyllurus gulbaru Hoskin, Couper & Schneider, 2003",2446972,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus gulbaru","Phyllurus gulbaru","Hoskin, Couper & Schneider, 2003",2446972,2446972
"7406",NA,"Phyllurus isis","Phyllurus isis Couper, Covacevich & Moritz, 1993",2446973,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus isis","Phyllurus isis","Couper, Covacevich & Moritz, 1993",2446973,2446973
"7407",NA,"Phyllurus kabikabi","Phyllurus kabikabi Couper, Hamley & Hoskin, 2008",5843345,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus kabikabi","Phyllurus kabikabi","Couper, Hamley & Hoskin, 2008",5843345,5843345
"7408",NA,"Phyllurus nepthys","Phyllurus nepthys Couper, Covacevich & Moritz, 1993",2446974,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus nepthys","Phyllurus nepthys","Couper, Covacevich & Moritz, 1993",2446974,2446974
"7409",NA,"Phyllurus ossa","Phyllurus ossa Couper, Covacevich & Moritz, 1993",2446997,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus ossa","Phyllurus ossa","Couper, Covacevich & Moritz, 1993",2446997,2446997
"7410",NA,"Phyllurus pinnaclensis","Phyllurus pinnaclensis Hoskin, Bertola & Higgie, 2019",10173319,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus pinnaclensis","Phyllurus pinnaclensis","Hoskin, Bertola & Higgie, 2019",10173319,10173319
"7411",NA,"Phyllurus platurus","Phyllurus platurus (Shaw, 1790)",2446976,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Carphodactylidae","Phyllurus","Phyllurus platurus","Phyllurus platurus","(Shaw, 1790) ",2446976,2446976
"7412",NA,"Phymaturus aguanegra","Phymaturus aguanegra Lobo, Laspiur & Acosta, 2013",8661234,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus aguanegra","Phymaturus aguanegra","Lobo, Laspiur & Acosta, 2013",8661234,8661234
"7413",NA,"Phymaturus aguedae","Phymaturus aguedae Troncoso-Palacios & Esquerré, 2014",9614507,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus aguedae","Phymaturus aguedae","Troncoso-Palacios & Esquerré, 2014",9614507,9614507
"7414",NA,"Phymaturus alicahuense","Phymaturus alicahuense Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",7430910,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus alicahuense","Phymaturus alicahuense","Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",7430910,7430910
"7415",NA,"Phymaturus antofagastensis","Phymaturus antofagastensis Pereyra, 1985",2460231,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus antofagastensis","Phymaturus antofagastensis","Pereyra, 1985",2460231,2460231
"7416",NA,"Phymaturus bibronii","Phymaturus bibronii (Guichenot, 1848)",9347098,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus bibronii","Phymaturus bibronii","(Guichenot, 1848) ",9347098,9347098
"7417",NA,"Phymaturus calcogaster","Phymaturus calcogaster Scolaro & Cei, 2003",2460233,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus calcogaster","Phymaturus calcogaster","Scolaro & Cei, 2003",2460233,2460233
"7418",NA,"Phymaturus camilae","Phymaturus camilae Scolaro, Jara & Pincheira-Donoso, 2013",8454919,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus camilae","Phymaturus camilae","Scolaro, Jara & Pincheira-Donoso, 2013",8454919,8454919
"7419",NA,"Phymaturus castillensis","Phymaturus castillensis Scolaro & Pincheira-Donoso, 2010",7641459,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus castillensis","Phymaturus castillensis","Scolaro & Pincheira-Donoso, 2010",7641459,7641459
"7420",NA,"Phymaturus ceii","Phymaturus ceii Scolaro",2460232,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus ceii","Phymaturus ceii","Scolaro",2460232,2460232
"7421",NA,"Phymaturus darwini","Phymaturus darwini Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",7783632,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus darwini","Phymaturus darwini","Nuñez, Veloso, Espejo, Veloso, Cortes & Araya, 2010",7783632,7783632
"7422",NA,"Phymaturus delheyi","Phymaturus delheyi Avila, Perez, Perez & Morando, 2011",7857769,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus delheyi","Phymaturus delheyi","Avila, Perez, Perez & Morando, 2011",7857769,7857769
"7423",NA,"Phymaturus denotatus","Phymaturus denotatus Lobo, Nenda & Slodki, 2012",7880062,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Liolaemidae","Phymaturus","Phymaturus denotatus","Phymaturus denotatus","Lobo, Nenda & Slodki, 2012",7880062,7880062
