occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Acanthosaura bintangensis,"Acanthosaura bintangensis Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7664492,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura bintangensis,Acanthosaura bintangensis,"Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7664492,
,Acanthosaura brachypoda,"Acanthosaura brachypoda Ananjeva, Orlov, Nguyen & Ryabov, 2011",8293839,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura brachypoda,Acanthosaura brachypoda,"Ananjeva, Orlov, Nguyen & Ryabov, 2011",8293839,
,Acanthosaura capra,"Acanthosaura capra Günther, 1861",5960762,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura capra,Acanthosaura capra,"Günther, 1861",5960762,
,Acanthosaura cardamomensis,"Acanthosaura cardamomensis Wood, Grismer, Grismer, Neang, Chav & Holden, 2010",8402989,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura cardamomensis,Acanthosaura cardamomensis,"Wood, Grismer, Grismer, Neang, Chav & Holden, 2010",8402989,
,Acanthosaura coronata,"Acanthosaura coronata Günther, 1861",5960745,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura coronata,Acanthosaura coronata,"Günther, 1861",5960745,
,Acanthosaura crucigera,"Acanthosaura crucigera Boulenger, 1885",5960759,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura crucigera,Acanthosaura crucigera,"Boulenger, 1885",5960759,
,Acanthosaura lepidogaster,"Acanthosaura lepidogaster (Cuvier, 1829)",5960744,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura lepidogaster,Acanthosaura lepidogaster,"(Cuvier, 1829) ",5960744,
,Acanthosaura nataliae,"Acanthosaura nataliae Orlov, Truong & Sang, 2006",5960764,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura nataliae,Acanthosaura nataliae,"Orlov, Truong & Sang, 2006",5960764,
,Acanthosaura phuketensis,"Acanthosaura phuketensis Pauwels, Sumontha, Kunya, Nitikul, Samphanthamit, Wood & Grismer, 2015",8669231,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura phuketensis,Acanthosaura phuketensis,"Pauwels, Sumontha, Kunya, Nitikul, Samphanthamit, Wood & Grismer, 2015",8669231,
,Acanthosaura titiwangsaensis,"Acanthosaura titiwangsaensis Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7352300,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Acanthosaura,Acanthosaura titiwangsaensis,Acanthosaura titiwangsaensis,"Wood, Grismer, Grismer, Ahmad, Onn & Bauer, 2009",7352300,
,Achalinus ater,"Achalinus ater Bourret, 1937",2458204,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus ater,Achalinus ater,"Bourret, 1937",2458204,
,Achalinus formosanus,"Achalinus formosanus Boulenger, 1908",2458209,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus formosanus,Achalinus formosanus,"Boulenger, 1908",2458209,
,Achalinus hainanus,"Achalinus hainanus Huang, 1975",2458216,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus hainanus,Achalinus hainanus,"Huang, 1975",2458216,
,Achalinus jinggangensis,"Achalinus jinggangensis (Zong & Ma, 1983)",2458202,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus jinggangensis,Achalinus jinggangensis,"(Zong & Ma, 1983) ",2458202,
,Achalinus meiguensis,"Achalinus meiguensis Hu & Zhao, 1966",2458208,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus meiguensis,Achalinus meiguensis,"Hu & Zhao, 1966",2458208,
,Achalinus niger,"Achalinus niger Maki, 1931",2458205,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus niger,Achalinus niger,"Maki, 1931",2458205,
,Achalinus rufescens,"Achalinus rufescens Boulenger, 1888",2458213,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus rufescens,Achalinus rufescens,"Boulenger, 1888",2458213,
,Achalinus spinalis,"Achalinus spinalis Peters, 1869",2458217,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus spinalis,Achalinus spinalis,"Peters, 1869",2458217,
,Achalinus werneri,"Achalinus werneri Van Denburgh, 1912",2458206,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Xenodermidae,Achalinus,Achalinus werneri,Achalinus werneri,"Van Denburgh, 1912",2458206,
,Acontias albigularis,"Acontias albigularis Conradie, Busschau & Edwards, 2018",9764758,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias albigularis,Acontias albigularis,"Conradie, Busschau & Edwards, 2018",9764758,
,Acontias aurantiacus,"Acontias aurantiacus (Peters, 1854)",7889674,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias aurantiacus,Acontias aurantiacus,"(Peters, 1854) ",7889674,
,Acontias bicolor,"Acontias bicolor (Hewitt, 1929)",8210104,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias bicolor,Acontias bicolor,"(Hewitt, 1929) ",8210104,
,Acontias breviceps,"Acontias breviceps Essex, 1925",5225009,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias breviceps,Acontias breviceps,"Essex, 1925",5225009,
,Acontias cregoi,"Acontias cregoi (Boulenger, 1903)",8412675,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias cregoi,Acontias cregoi,"(Boulenger, 1903) ",8412675,
,Acontias fitzsimonsi,"Acontias fitzsimonsi (Broadley, 1968)",10824738,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias fitzsimonsi,Acontias fitzsimonsi,"(Broadley, 1968) ",10824738,
,Acontias gariepensis,"Acontias gariepensis (Fitzsimons, 1941)",7695952,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias gariepensis,Acontias gariepensis,"(Fitzsimons, 1941) ",7695952,
,Acontias gracilicauda,"Acontias gracilicauda Essex, 1925",5225006,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias gracilicauda,Acontias gracilicauda,"Essex, 1925",5225006,
,Acontias grayi,"Acontias grayi Boulenger, 1887",10674939,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias grayi,Acontias grayi,"Boulenger, 1887",10674939,
,Acontias jappi,"Acontias jappi (Broadley, 1968)",7769547,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias jappi,Acontias jappi,"(Broadley, 1968) ",7769547,
,Acontias kgalagadi,"Acontias kgalagadi Lamb, Biswas & Bauer, 2010",7423693,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias kgalagadi,Acontias kgalagadi,"Lamb, Biswas & Bauer, 2010",7423693,
,Acontias lineatus,"Acontias lineatus Peters, 1879",5225025,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias lineatus,Acontias lineatus,"Peters, 1879",5225025,
,Acontias lineicauda,"Acontias lineicauda Hewitt, 1937",9321620,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias lineicauda,Acontias lineicauda,"Hewitt, 1937",9321620,
,Acontias litoralis,"Acontias litoralis Broadley & Greer, 1969",5225028,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias litoralis,Acontias litoralis,"Broadley & Greer, 1969",5225028,
,Acontias meleagris,"Acontias meleagris (Linnaeus, 1758)",8798868,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias meleagris,Acontias meleagris,"(Linnaeus, 1758) ",8798868,
,Acontias namaquensis,"Acontias namaquensis Hewitt, 1938",7612519,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias namaquensis,Acontias namaquensis,"Hewitt, 1938",7612519,
,Acontias occidentalis,"Acontias occidentalis Fitzsimons, 1941",8046701,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias occidentalis,Acontias occidentalis,"Fitzsimons, 1941",8046701,
,Acontias orientalis,"Acontias orientalis Hewitt, 1937",7505812,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias orientalis,Acontias orientalis,"Hewitt, 1937",7505812,
,Acontias parietalis,"Acontias parietalis (Broadley, 1990)",11124996,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias parietalis,Acontias parietalis,"(Broadley, 1990) ",11124996,
,Acontias percivali,"Acontias percivali Loveridge, 1935",5225015,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias percivali,Acontias percivali,"Loveridge, 1935",5225015,
,Acontias plumbeus,"Acontias plumbeus Bianconi, 1849",5225013,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias plumbeus,Acontias plumbeus,"Bianconi, 1849",5225013,
,Acontias poecilus,"Acontias poecilus Bourquin & Lambiris, 1996",5225005,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias plumbeus,Acontias poecilus,"Bourquin & Lambiris, 1996",5225005,5225013
,Acontias richardi,"Acontias richardi (Jacobsen, 1987)",8011063,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias richardi,Acontias richardi,"(Jacobsen, 1987) ",8011063,
,Acontias rieppeli,"Acontias rieppeli (Lamb, Biswas & Bauer, 2010)",8086762,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias rieppeli,Acontias rieppeli,"(Lamb, Biswas & Bauer, 2010) ",8086762,
,Acontias schmitzi,"Acontias schmitzi Wagner, Broadley & Bauer, 2012",8122672,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias schmitzi,Acontias schmitzi,"Wagner, Broadley & Bauer, 2012",8122672,
,Acontias tristis,"Acontias tristis Werner, 1910",7876800,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias tristis,Acontias tristis,"Werner, 1910",7876800,
,Acontias wakkerstroomensis,"Acontias wakkerstroomensis Conradie, Busschau & Edwards, 2018",9738159,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acontias,Acontias wakkerstroomensis,Acontias wakkerstroomensis,"Conradie, Busschau & Edwards, 2018",9738159,
,Acrantophis dumerili,"Acrantophis dumerili Jan, 1860",2465136,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Acrantophis,Acrantophis dumerili,Acrantophis dumerili,"Jan, 1860",2465136,
,Acrantophis madagascariensis,"Acrantophis madagascariensis (Duméril & Bibron, 1844)",2465139,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Boidae,Acrantophis,Acrantophis madagascariensis,Acrantophis madagascariensis,"(Duméril & Bibron, 1844) ",2465139,
,Acratosaura mentalis,"Acratosaura mentalis (Amaral, 1933)",2450798,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Acratosaura,Acratosaura mentalis,Acratosaura mentalis,"(Amaral, 1933) ",2450798,
,Acratosaura spinosa,"Acratosaura spinosa Rodrigues, Cassimiro, De Freitas & Santos Silva, 2009",7784048,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Acratosaura,Acratosaura spinosa,Acratosaura spinosa,"Rodrigues, Cassimiro, De Freitas & Santos Silva, 2009",7784048,
,Acritoscincus duperreyi,"Acritoscincus duperreyi (Gray, 1838)",2464014,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acritoscincus,Acritoscincus duperreyi,Acritoscincus duperreyi,"(Gray, 1838) ",2464014,
,Acritoscincus platynotus,"Acritoscincus platynotus (Peters, 1881)",4821071,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acritoscincus,Acritoscincus platynotus,Acritoscincus platynotus,"(Peters, 1881) ",4821071,
,Acritoscincus trilineatus,"Acritoscincus trilineatus (Gray, 1838)",4821070,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Acritoscincus,Acritoscincus trilineatus,Acritoscincus trilineatus,"(Gray, 1838) ",4821070,
,Acrochordus arafurae,"Acrochordus arafurae Mcdowell, 1979",2472756,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Acrochordidae,Acrochordus,Acrochordus arafurae,Acrochordus arafurae,"Mcdowell, 1979",2472756,
,Acrochordus granulatus,"Acrochordus granulatus (Schneider, 1799)",2472757,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Acrochordidae,Acrochordus,Acrochordus granulatus,Acrochordus granulatus,"(Schneider, 1799) ",2472757,
,Acrochordus javanicus,"Acrochordus javanicus Hornstedt, 1787",2472764,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Acrochordidae,Acrochordus,Acrochordus javanicus,Acrochordus javanicus,"Hornstedt, 1787",2472764,
,Actinemys marmorata,"Actinemys marmorata (Baird & Girard, 1852)",2442896,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Emydidae,Actinemys,Actinemys marmorata,Actinemys marmorata,"(Baird & Girard, 1852) ",2442896,
,Actinemys pallida,"Actinemys pallida (Seeliger, 1945)",9429990,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Emydidae,Actinemys,Actinemys pallida,Actinemys pallida,"(Seeliger, 1945) ",9429990,
,Acutotyphlops banaorum,"Acutotyphlops banaorum Wallach, Brown, Diesmos & Gee, 2007",5789800,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Acutotyphlops,Acutotyphlops banaorum,Acutotyphlops banaorum,"Wallach, Brown, Diesmos & Gee, 2007",5789800,
,Acutotyphlops infralabialis,"Acutotyphlops infralabialis (Waite, 1918)",2471533,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Acutotyphlops,Acutotyphlops infralabialis,Acutotyphlops infralabialis,"(Waite, 1918) ",2471533,
,Acutotyphlops kunuaensis,"Acutotyphlops kunuaensis Wallach, 1995",2471536,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Acutotyphlops,Acutotyphlops kunuaensis,Acutotyphlops kunuaensis,"Wallach, 1995",2471536,
,Acutotyphlops solomonis,"Acutotyphlops solomonis (Parker, 1939)",2471544,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Acutotyphlops,Acutotyphlops solomonis,Acutotyphlops solomonis,"(Parker, 1939) ",2471544,
,Acutotyphlops subocularis,"Acutotyphlops subocularis (Waite, 1897)",2471537,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Typhlopidae,Acutotyphlops,Acutotyphlops subocularis,Acutotyphlops subocularis,"(Waite, 1897) ",2471537,
,Adelophis copei,"Adelophis copei Dugès, 1879",2458189,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelophis,Adelophis copei,Adelophis copei,"Dugès, 1879",2458189,
,Adelophis foxi,"Adelophis foxi Rossman & Blaney, 1968",2458188,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelophis,Adelophis foxi,Adelophis foxi,"Rossman & Blaney, 1968",2458188,
,Adelphicos daryi,"Adelphicos daryi Campbell & Ford, 1982",2454335,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos daryi,Adelphicos daryi,"Campbell & Ford, 1982",2454335,
,Adelphicos ibarrorum,"Adelphicos ibarrorum Campbell & Brodie, 1988",2454350,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos ibarrorum,Adelphicos ibarrorum,"Campbell & Brodie, 1988",2454350,
,Adelphicos latifasciatum,"Adelphicos latifasciatum Lynch & Smith, 1966",2454349,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos latifasciatum,Adelphicos latifasciatum,"Lynch & Smith, 1966",2454349,
,Adelphicos nigrilatum,"Adelphicos nigrilatum Smith, 1942",2454330,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos nigrilatum,Adelphicos nigrilatum,"Smith, 1942",2454330,
,Adelphicos quadrivirgatum,"Adelphicos quadrivirgatum Jan, 1862",7373897,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos quadrivirgatum,Adelphicos quadrivirgatum,"Jan, 1862",7373897,
,Adelphicos sargii,"Adelphicos sargii (Fischer, 1885)",10785306,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos sargii,Adelphicos sargii,"(Fischer, 1885) ",10785306,
,Adelphicos veraepacis,"Adelphicos veraepacis Stuart, 1941",2454332,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos veraepacis,Adelphicos veraepacis,"Stuart, 1941",2454332,
,Adelphicos visoninum,"Adelphicos visoninum (Cope, 1866)",2454345,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Adelphicos,Adelphicos visoninum,Adelphicos visoninum,"(Cope, 1866) ",2454345,
,Adercosaurus vixadnexus,"Adercosaurus vixadnexus Myers & Donnelly, 2001",2471934,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Adercosaurus,Adercosaurus vixadnexus,Adercosaurus vixadnexus,"Myers & Donnelly, 2001",2471934,
,Adolfus africanus,"Adolfus africanus (Boulenger, 1906)",2469678,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Adolfus,Adolfus africanus,Adolfus africanus,"(Boulenger, 1906) ",2469678,
,Adolfus alleni,"Adolfus alleni (Barbour, 1914)",2469685,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Adolfus,Adolfus alleni,Adolfus alleni,"(Barbour, 1914) ",2469685,
,Adolfus jacksoni,"Adolfus jacksoni (Boulenger, 1899)",2469682,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Adolfus,Adolfus jacksoni,Adolfus jacksoni,"(Boulenger, 1899) ",2469682,
,Adolfus masavaensis,"Adolfus masavaensis Wagner, Greenbaum & Branch, 2014",8813105,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Adolfus,Adolfus masavaensis,Adolfus masavaensis,"Wagner, Greenbaum & Branch, 2014",8813105,
,Aeluroglena cucullata,"Aeluroglena cucullata Boulenger, 1898",2452088,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Aeluroglena,Aeluroglena cucullata,Aeluroglena cucullata,"Boulenger, 1898",2452088,
,Aeluroscalabotes felinus,"Aeluroscalabotes felinus (Günther, 1864)",2445949,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Eublepharidae,Aeluroscalabotes,Aeluroscalabotes felinus,Aeluroscalabotes felinus,"(Günther, 1864) ",2445949,
,Afroedura africana,"Afroedura africana (Boulenger, 1888)",2445901,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura africana,Afroedura africana,"(Boulenger, 1888) ",2445901,
,Afroedura amatolica,"Afroedura amatolica (Hewitt, 1925)",2445891,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura amatolica,Afroedura amatolica,"(Hewitt, 1925) ",2445891,
,Afroedura bogerti,"Afroedura bogerti Loveridge, 1944",2445886,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura bogerti,Afroedura bogerti,"Loveridge, 1944",2445886,
,Afroedura broadleyi,"Afroedura broadleyi Jacobsen, Kuhn, Jackman & Bauer, 2014",8572573,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura broadleyi,Afroedura broadleyi,"Jacobsen, Kuhn, Jackman & Bauer, 2014",8572573,
,Afroedura gorongosa,"Afroedura gorongosa Branch, Guyton, Schmitz, Barej, Naskrecki, Farooq, Verburgt & Rödel, 2017",9590056,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura gorongosa,Afroedura gorongosa,"Branch, Guyton, Schmitz, Barej, Naskrecki, Farooq, Verburgt & Rödel, 2017",9590056,
,Afroedura granitica,"Afroedura granitica Jacobsen, Kuhn, Jackman & Bauer, 2014",8654387,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura granitica,Afroedura granitica,"Jacobsen, Kuhn, Jackman & Bauer, 2014",8654387,
,Afroedura haackei,"Afroedura haackei Onderstall, 1984",8707416,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura haackei,Afroedura haackei,"Onderstall, 1984",8707416,
,Afroedura halli,"Afroedura halli (Hewitt, 1935)",2445895,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura halli,Afroedura halli,"(Hewitt, 1935) ",2445895,
,Afroedura hawequensis,"Afroedura hawequensis Mouton & Mostet, 1985",2445858,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura hawequensis,Afroedura hawequensis,"Mouton & Mostet, 1985",2445858,
,Afroedura karroica,"Afroedura karroica (Hewitt, 1925)",8490398,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura karroica,Afroedura karroica,"(Hewitt, 1925) ",8490398,
,Afroedura langi,"Afroedura langi (Fitzsimons, 1930)",9593158,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura langi,Afroedura langi,"(Fitzsimons, 1930) ",9593158,
,Afroedura leoloensis,"Afroedura leoloensis Jacobsen, Kuhn, Jackman & Bauer, 2014",8545623,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura leoloensis,Afroedura leoloensis,"Jacobsen, Kuhn, Jackman & Bauer, 2014",8545623,
,Afroedura loveridgei,"Afroedura loveridgei Broadley, 1963",7989128,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura loveridgei,Afroedura loveridgei,"Broadley, 1963",7989128,
,Afroedura major,"Afroedura major Onderstall, 1984",8495258,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura major,Afroedura major,"Onderstall, 1984",8495258,
,Afroedura maripi,"Afroedura maripi Jacobsen, Kuhn, Jackman & Bauer, 2014",8657689,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Afroedura,Afroedura maripi,Afroedura maripi,"Jacobsen, Kuhn, Jackman & Bauer, 2014",8657689,
