occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Trachylepis maculilabris,"Trachylepis maculilabris (Gray, 1845)",5225327,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis maculilabris,Trachylepis maculilabris,"(Gray, 1845) ",5225327,
,Trachylepis madagascariensis,"Trachylepis madagascariensis (Mocquard, 1908)",5225410,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis madagascariensis,Trachylepis madagascariensis,"(Mocquard, 1908) ",5225410,
,Trachylepis makolowodei,"Trachylepis makolowodei Chirio, Ineich, Schmitz & Lebreton, 2008",7607830,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis makolowodei,Trachylepis makolowodei,"Chirio, Ineich, Schmitz & Lebreton, 2008",7607830,
,Trachylepis margaritifer,"Trachylepis margaritifer (Peters, 1854)",5225389,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis margaritifera,Trachylepis margaritifer,"(Peters, 1854) ",5225389,5225388
,Trachylepis megalura,"Trachylepis megalura (Peters, 1878)",5225371,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis megalura,Trachylepis megalura,"(Peters, 1878) ",5225371,
,Trachylepis mekuana,"Trachylepis mekuana (Chirio & Ineich, 2000)",5225414,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis mekuana,Trachylepis mekuana,"(Chirio & Ineich, 2000) ",5225414,
,Trachylepis mlanjensis,"Trachylepis mlanjensis (Loveridge, 1953)",5225405,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis mlanjensis,Trachylepis mlanjensis,"(Loveridge, 1953) ",5225405,
,Trachylepis monardi,"Trachylepis monardi (Monard, 1937)",10789440,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis monardi,Trachylepis monardi,"(Monard, 1937) ",10789440,
,Trachylepis nancycoutuae,"Trachylepis nancycoutuae (Nussbaum & Raxworthy, 1998)",5225399,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis nancycoutuae,Trachylepis nancycoutuae,"(Nussbaum & Raxworthy, 1998) ",5225399,
,Trachylepis nganghae,"Trachylepis nganghae Ineich & Chirio, 2004",5225351,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis nganghae,Trachylepis nganghae,"Ineich & Chirio, 2004",5225351,
,Trachylepis occidentalis,"Trachylepis occidentalis (Peters, 1867)",5225425,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis occidentalis,Trachylepis occidentalis,"(Peters, 1867) ",5225425,
,Trachylepis ozorii,"Trachylepis ozorii (Bocage, 1893)",7804967,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis ozorii,Trachylepis ozorii,"(Bocage, 1893) ",7804967,
,Trachylepis paucisquamis,"Trachylepis paucisquamis (Hoogmoed, 1978)",8784057,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis paucisquamis,Trachylepis paucisquamis,"(Hoogmoed, 1978) ",8784057,
,Trachylepis pendeana,"Trachylepis pendeana (Ineich & Chirio, 2000)",5225397,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis pendeana,Trachylepis pendeana,"(Ineich & Chirio, 2000) ",5225397,
,Trachylepis perrotetii,"Trachylepis perrotetii (Duméril & Bibron, 1839)",5225355,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis perrotetii,Trachylepis perrotetii,"(Duméril & Bibron, 1839) ",5225355,
,Trachylepis planifrons,"Trachylepis planifrons (Peters, 1878)",5225379,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis planifrons,Trachylepis planifrons,"(Peters, 1878) ",5225379,
,Trachylepis polytropis,"Trachylepis polytropis (Boulenger, 1903)",5225352,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis polytropis,Trachylepis polytropis,"(Boulenger, 1903) ",5225352,
,Trachylepis principensis,"Trachylepis principensis Ceríaco, Marques & Bauer, 2016",8541163,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis adamastor,Trachylepis principensis,"Ceríaco, Marques & Bauer, 2016",8541163,8537512
,Trachylepis pulcherrima,"Trachylepis pulcherrima (De Witte, 1953)",8170194,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis pulcherrima,Trachylepis pulcherrima,"(De Witte, 1953) ",8170194,
,Trachylepis punctatissima,"Trachylepis punctatissima (Smith, 1849)",5225357,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis punctatissima,Trachylepis punctatissima,"(Smith, 1849) ",5225357,
,Trachylepis punctulata,"Trachylepis punctulata (Bocage, 1872)",5225440,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis punctulata,Trachylepis punctulata,"(Bocage, 1872) ",5225440,
,Trachylepis quinquetaeniata,"Trachylepis quinquetaeniata (Lichtenstein, 1823)",5225411,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis quinquetaeniata,Trachylepis quinquetaeniata,"(Lichtenstein, 1823) ",5225411,
,Trachylepis raymondlaurenti,"Trachylepis raymondlaurenti Marques, Ceríaco, Bandeira, Pauwels & Bauer, 2019",9971530,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis raymondlaurenti,Trachylepis raymondlaurenti,"Marques, Ceríaco, Bandeira, Pauwels & Bauer, 2019",9971530,
,Trachylepis rodenburgi,"Trachylepis rodenburgi (Hoogmoed, 1974)",5225391,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis rodenburgi,Trachylepis rodenburgi,"(Hoogmoed, 1974) ",5225391,
,Trachylepis seychellensis,"Trachylepis seychellensis (Duméril & Bibron, 1839)",5789571,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis sechellensis,Trachylepis seychellensis,"(Duméril & Bibron, 1839) ",5789571,7584921
,Trachylepis socotrana,"Trachylepis socotrana (Peters, 1882)",5225420,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis socotrana,Trachylepis socotrana,"(Peters, 1882) ",5225420,
,Trachylepis sparsa,"Trachylepis sparsa (Mertens, 1954)",5225363,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis sparsa,Trachylepis sparsa,"(Mertens, 1954) ",5225363,
,Trachylepis spilogaster,"Trachylepis spilogaster (Peters, 1882)",5225400,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis spilogaster,Trachylepis spilogaster,"(Peters, 1882) ",5225400,
,Trachylepis striata,"Trachylepis striata (Peters, 1844)",5225433,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis striata,Trachylepis striata,"(Peters, 1844) ",5225433,
,Trachylepis sulcata,"Trachylepis sulcata (Peters, 1867)",5225383,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis sulcata,Trachylepis sulcata,"(Peters, 1867) ",5225383,
,Trachylepis tandrefana,"Trachylepis tandrefana (Nussbaum, Raxworthy & Ramanamanjato, 1999)",5225370,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis tandrefana,Trachylepis tandrefana,"(Nussbaum, Raxworthy & Ramanamanjato, 1999) ",5225370,
,Trachylepis tavaratra,"Trachylepis tavaratra (Ramanamanjato, Nussbaum & Raxworthy, 1999)",5225354,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis tavaratra,Trachylepis tavaratra,"(Ramanamanjato, Nussbaum & Raxworthy, 1999) ",5225354,
,Trachylepis tessellata,"Trachylepis tessellata (Anderson, 1895)",8337036,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis tessellata,Trachylepis tessellata,"(Anderson, 1895) ",8337036,
,Trachylepis thomensis,"Trachylepis thomensis Ceríaco, Marques & Bauer, 2016",8528648,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis thomensis,Trachylepis thomensis,"Ceríaco, Marques & Bauer, 2016",8528648,
,Trachylepis varia,"Trachylepis varia (Peters, 1867)",5225340,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis varia,Trachylepis varia,"(Peters, 1867) ",5225340,
,Trachylepis variegata,"Trachylepis variegata (Peters, 1870)",5225423,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis variegata,Trachylepis variegata,"(Peters, 1870) ",5225423,
,Trachylepis vato,"Trachylepis vato (Nussbaum & Raxworthy, 1994)",5225403,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis vato,Trachylepis vato,"(Nussbaum & Raxworthy, 1994) ",5225403,
,Trachylepis vezo,"Trachylepis vezo (Ramanamanjato, Nussbaum & Raxworthy, 1999)",5225377,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis vezo,Trachylepis vezo,"(Ramanamanjato, Nussbaum & Raxworthy, 1999) ",5225377,
,Trachylepis volamenaloha,"Trachylepis volamenaloha (Nussbaum, Raxworthy & Ramanamanjato, 1999)",5225348,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis volamenaloha,Trachylepis volamenaloha,"(Nussbaum, Raxworthy & Ramanamanjato, 1999) ",5225348,
,Trachylepis wingati,"Trachylepis wingati (Werner, 1908)",5225443,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis wingati,Trachylepis wingati,"(Werner, 1908) ",5225443,
,Trachylepis wrightii,"Trachylepis wrightii (Boulenger, 1887)",5789572,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis wrightii,Trachylepis wrightii,"(Boulenger, 1887) ",5789572,
,Trapelus agilis,"Trapelus agilis (Olivier, 1807)",9204508,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus agilis,Trapelus agilis,"(Olivier, 1807) ",9204508,
,Trapelus agnetae,"Trapelus agnetae (Werner, 1929)",8392187,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus agnetae,Trapelus agnetae,"(Werner, 1929) ",8392187,
,Trapelus boehmei,"Trapelus boehmei Wagner, Melville, Wilms & Schmitz, 2011",7629469,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus boehmei,Trapelus boehmei,"Wagner, Melville, Wilms & Schmitz, 2011",7629469,
,Trapelus flavimaculatus,"Trapelus flavimaculatus Rüppell, 1835",5225954,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus flavimaculatus,Trapelus flavimaculatus,"Rüppell, 1835",5225954,
,Trapelus jayakari,"Trapelus jayakari (Anderson, 1896)",11274991,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus flavimaculatus,Trapelus jayakari,"(Anderson, 1896) ",11274991,5225954
,Trapelus lessonae,"Trapelus lessonae (De Filippi, 1865)",5225944,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus lessonae,Trapelus lessonae,"(De Filippi, 1865) ",5225944,
,Trapelus megalonyx,"Trapelus megalonyx Günther, 1864",5225925,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus megalonyx,Trapelus megalonyx,"Günther, 1864",5225925,
,Trapelus mutabilis,"Trapelus mutabilis (Merrem, 1820)",5225930,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus mutabilis,Trapelus mutabilis,"(Merrem, 1820) ",5225930,
,Trapelus rubrigularis,"Trapelus rubrigularis Blanford, 1875",5225937,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus rubrigularis,Trapelus rubrigularis,"Blanford, 1875",5225937,
,Trapelus ruderatus,"Trapelus ruderatus (Olivier, 1804)",9780750,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus ruderatus,Trapelus ruderatus,"(Olivier, 1804) ",9780750,
,Trapelus sanguinolentus,"Trapelus sanguinolentus (Pallas, 1814)",5225915,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus sanguinolentus,Trapelus sanguinolentus,"(Pallas, 1814) ",5225915,
,Trapelus savignii,"Trapelus savignii (Duméril & Bibron, 1837)",5225939,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus savignii,Trapelus savignii,"(Duméril & Bibron, 1837) ",5225939,
,Trapelus schmitzi,"Trapelus schmitzi Wagner & Böhme, 2006",7747868,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus schmitzi,Trapelus schmitzi,"Wagner & Böhme, 2006",7747868,
,Trapelus tournevillei,"Trapelus tournevillei (Lataste, 1880)",5225958,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Agamidae,Trapelus,Trapelus tournevillei,Trapelus tournevillei,"(Lataste, 1880) ",5225958,
,Tretanorhinus mocquardi,"Tretanorhinus mocquardi Bocourt, 1891",2452123,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Tretanorhinus,Tretanorhinus mocquardi,Tretanorhinus mocquardi,"Bocourt, 1891",2452123,
,Tretanorhinus nigroluteus,"Tretanorhinus nigroluteus Cope, 1861",2452130,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Tretanorhinus,Tretanorhinus nigroluteus,Tretanorhinus nigroluteus,"Cope, 1861",2452130,
,Tretanorhinus taeniatus,"Tretanorhinus taeniatus Boulenger, 1903",2452122,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Tretanorhinus,Tretanorhinus taeniatus,Tretanorhinus taeniatus,"Boulenger, 1903",2452122,
,Tretanorhinus variabilis,"Tretanorhinus variabilis Duméril, Bibron & Duméril, 1854",2452124,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Tretanorhinus,Tretanorhinus variabilis,Tretanorhinus variabilis,"Duméril, Bibron & Duméril, 1854",2452124,
,Tretioscincus agilis,"Tretioscincus agilis (Ruthven, 1916)",2450718,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Tretioscincus,Tretioscincus agilis,Tretioscincus agilis,"(Ruthven, 1916) ",2450718,
,Tretioscincus bifasciatus,"Tretioscincus bifasciatus (Duméril, 1851)",2450724,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Tretioscincus,Tretioscincus bifasciatus,Tretioscincus bifasciatus,"(Duméril, 1851) ",2450724,
,Tretioscincus oriximinensis,"Tretioscincus oriximinensis Avila-Pires, 1995",2450723,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Tretioscincus,Tretioscincus oriximinensis,Tretioscincus oriximinensis,"Avila-Pires, 1995",2450723,
,Tribolonotus annectens,"Tribolonotus annectens Zweifel, 1966",2461072,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus annectens,Tribolonotus annectens,"Zweifel, 1966",2461072,
,Tribolonotus blanchardi,"Tribolonotus blanchardi Burt, 1930",2461077,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus blanchardi,Tribolonotus blanchardi,"Burt, 1930",2461077,
,Tribolonotus brongersmai,"Tribolonotus brongersmai Cogger, 1972",2461075,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus brongersmai,Tribolonotus brongersmai,"Cogger, 1972",2461075,
,Tribolonotus gracilis,"Tribolonotus gracilis De Rooij, 1909",2461081,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus gracilis,Tribolonotus gracilis,"De Rooij, 1909",2461081,
,Tribolonotus novaeguineae,"Tribolonotus novaeguineae (Schlegel, 1834)",2461073,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus novaeguineae,Tribolonotus novaeguineae,"(Schlegel, 1834) ",2461073,
,Tribolonotus ponceleti,"Tribolonotus ponceleti Kinghorn, 1937",2461080,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus ponceleti,Tribolonotus ponceleti,"Kinghorn, 1937",2461080,
,Tribolonotus pseudoponceleti,"Tribolonotus pseudoponceleti Greer & Parker, 1968",2461076,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus pseudoponceleti,Tribolonotus pseudoponceleti,"Greer & Parker, 1968",2461076,
,Tribolonotus schmidti,"Tribolonotus schmidti Burt, 1930",2461078,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Tribolonotus,Tribolonotus schmidti,Tribolonotus schmidti,"Burt, 1930",2461078,
,Tricheilostoma bicolor,"Tricheilostoma bicolor (Jan, 1860)",7926393,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Tricheilostoma,Tricheilostoma bicolor,Tricheilostoma bicolor,"(Jan, 1860) ",7926393,
,Tricheilostoma broadleyi,"Tricheilostoma broadleyi (Wallach & Hahn, 1997)",8153207,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Tricheilostoma,Tricheilostoma broadleyi,Tricheilostoma broadleyi,"(Wallach & Hahn, 1997) ",8153207,
,Tricheilostoma dimidiatum,"Tricheilostoma dimidiatum (Jan, 1861)",8077142,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida dimidiata,Tricheilostoma dimidiatum,"(Jan, 1861) ",8077142,11006052
,Tricheilostoma dissimilis,"Tricheilostoma dissimilis (Bocage, 1886)",9492367,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Tricheilostoma,Tricheilostoma dissimilis,Tricheilostoma dissimilis,"(Bocage, 1886) ",9492367,
,Tricheilostoma greenwelli,"Tricheilostoma greenwelli (Wallach & Boundy, 2005)",8379413,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Tricheilostoma,Tricheilostoma greenwelli,Tricheilostoma greenwelli,"(Wallach & Boundy, 2005) ",8379413,
,Tricheilostoma sundewalli,"Tricheilostoma sundewalli (Jan, 1862)",8001501,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Tricheilostoma,Tricheilostoma sundewalli,Tricheilostoma sundewalli,"(Jan, 1862) ",8001501,
,Trilepida anthracina,"Trilepida anthracina (Bailey, 1946)",7835189,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida anthracina,Trilepida anthracina,"(Bailey, 1946) ",7835189,
,Trilepida brasiliensis,"Trilepida brasiliensis (Laurent, 1949)",8154246,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida brasiliensis,Trilepida brasiliensis,"(Laurent, 1949) ",8154246,
,Trilepida brevissima,"Trilepida brevissima (Shreve, 1964)",7381678,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida brevissima,Trilepida brevissima,"(Shreve, 1964) ",7381678,
,Trilepida dugandi,"Trilepida dugandi (Dunn, 1944)",7902975,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida dugandi,Trilepida dugandi,"(Dunn, 1944) ",7902975,
,Trilepida fuliginosa,"Trilepida fuliginosa (Passos, Caramaschi & Pinto, 2006)",7737002,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida fuliginosa,Trilepida fuliginosa,"(Passos, Caramaschi & Pinto, 2006) ",7737002,
,Trilepida guayaquilensis,"Trilepida guayaquilensis (Orejas-Miranda & Peters, 1970)",7590967,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Epictia,Epictia guayaquilensis,Trilepida guayaquilensis,"(Orejas-Miranda & Peters, 1970) ",7590967,11576689
,Trilepida jani,"Trilepida jani (Pinto & Fernandes, 2012)",9459648,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida jani,Trilepida jani,"(Pinto & Fernandes, 2012) ",9459648,
,Trilepida joshuai,"Trilepida joshuai (Dunn, 1944)",7409115,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida joshuai,Trilepida joshuai,"(Dunn, 1944) ",7409115,
,Trilepida koppesi,"Trilepida koppesi (Amaral, 1955)",7642438,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida koppesi,Trilepida koppesi,"(Amaral, 1955) ",7642438,
,Trilepida macrolepis,"Trilepida macrolepis (Peters, 1858)",7715706,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida macrolepis,Trilepida macrolepis,"(Peters, 1858) ",7715706,
,Trilepida nicefori,"Trilepida nicefori (Dunn, 1946)",7956052,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida nicefori,Trilepida nicefori,"(Dunn, 1946) ",7956052,
,Trilepida salgueiroi,"Trilepida salgueiroi (Amaral, 1955)",7687638,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Leptotyphlopidae,Trilepida,Trilepida salgueiroi,Trilepida salgueiroi,"(Amaral, 1955) ",7687638,
,Trimeresurus andalasensis,"Trimeresurus andalasensis David, Vogel, Vijayakumar & Vidal, 2006",5960909,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus andalasensis,Trimeresurus andalasensis,"David, Vogel, Vijayakumar & Vidal, 2006",5960909,
,Trimeresurus andersonii,"Trimeresurus andersonii Theobald, 1868",7654364,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus andersonii,Trimeresurus andersonii,"Theobald, 1868",7654364,
,Trimeresurus arunachalensis,"Trimeresurus arunachalensis Captain, Deepak, Pandit, Bhatt & Athreya, 2019",10716106,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus arunachalensis,Trimeresurus arunachalensis,"Captain, Deepak, Pandit, Bhatt & Athreya, 2019",10716106,
,Trimeresurus borneensis,"Trimeresurus borneensis (Peters, 1872)",5960911,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Craspedocephalus,Craspedocephalus borneensis,Trimeresurus borneensis,"(Peters, 1872) ",5960911,9333820
,Trimeresurus brongersmai,"Trimeresurus brongersmai Hoge, 1969",5960925,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus brongersmai,Trimeresurus brongersmai,"Hoge, 1969",5960925,
,Trimeresurus cantori,"Trimeresurus cantori (Blyth, 1846)",2444772,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus cantori,Trimeresurus cantori,"(Blyth, 1846) ",2444772,
,Trimeresurus cardamomensis,"Trimeresurus cardamomensis (Malhotra, Thorpe, Mrinalini & Stuart, 2011)",7649223,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus cardamomensis,Trimeresurus cardamomensis,"(Malhotra, Thorpe, Mrinalini & Stuart, 2011) ",7649223,
,Trimeresurus erythrurus,"Trimeresurus erythrurus (Cantor, 1839)",2444110,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus erythrurus,Trimeresurus erythrurus,"(Cantor, 1839) ",2444110,
,Trimeresurus fasciatus,"Trimeresurus fasciatus (Boulenger, 1896)",2444786,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus fasciatus,Trimeresurus fasciatus,"(Boulenger, 1896) ",2444786,
,Trimeresurus flavomaculatus,"Trimeresurus flavomaculatus (Gray, 1842)",8653791,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus flavomaculatus,Trimeresurus flavomaculatus,"(Gray, 1842) ",8653791,
,Trimeresurus gracilis,"Trimeresurus gracilis Oshima, 1920",5960927,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus gracilis,Trimeresurus gracilis,"Oshima, 1920",5960927,
,Trimeresurus gramineus,Viperidae,5024,HIGHERRANK,99,ACCEPTED,FAMILY,Animalia,Chordata,Squamata,,Viperidae,,,Viperidae,,5024,
,Trimeresurus gunaleni,"Trimeresurus gunaleni Vogel, David & Sidik, 2014",8948227,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Trimeresurus,Trimeresurus gunaleni,Trimeresurus gunaleni,"Vogel, David & Sidik, 2014",8948227,
